path	scope	status	note
agents/plans/historical/ticker-issue-migration/tickets/phase1-foundation/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase1-foundation/TICKET-003.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase1-foundation/TICKET-004.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase1-foundation/TICKET-005.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase2-frontend-urls/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase2-router-sync/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase2-router-sync/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase2-worker-providers/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase2-worker-providers/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase3-frontend-compat/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase3-frontend-compat/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase3-frontend-compat/TICKET-003.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase3-master-switchover/D1-MIGRATION-RUNBOOK.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase3-master-switchover/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase3-master-switchover/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase3-master-switchover/TICKET-003.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase3-master-switchover/TICKET-004.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase3-test-fixtures/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/ticker-issue-migration/tickets/phase4-cleanup/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/2026-03-09-yield-maturation-design.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/PROGRESS.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/execution-handover.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/implementation-plan.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/phase0-research-output.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase1a-backend/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase1a-backend/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase1a-backend/TICKET-003.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase1a-backend/TICKET-004.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase1a-backend/TICKET-005.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase1a-backend/TICKET-006.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase1a-backend/TICKET-007.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase1b-coverage/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase1b-coverage/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase2-frontend-foundation/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase2-frontend-foundation/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase2-frontend-foundation/TICKET-003.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase3d-leaderboard/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase3d-leaderboard/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase3d-leaderboard/TICKET-003.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase3d-leaderboard/TICKET-004.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase3d-leaderboard/TICKET-005.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase3e-detail-page/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase3e-detail-page/TICKET-002.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/historical/yield-maturation/tickets/phase4-polish/TICKET-001.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/templates/cmcs-codebase-quality-audit/PROGRESS-TEMPLATE.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/templates/cmcs-codebase-quality-audit/README.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/templates/cmcs-codebase-quality-audit/research/R1-code-quality-frontend.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/templates/cmcs-codebase-quality-audit/research/R2-code-quality-worker-shared.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/templates/cmcs-codebase-quality-audit/research/R3-ui-ux-quality.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/templates/cmcs-codebase-quality-audit/research/R4-performance.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/templates/cmcs-codebase-quality-audit/research/R5-data-integrity.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/templates/cmcs-codebase-quality-audit/research/R6-design-system-compliance.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/templates/cmcs-codebase-quality-audit/research/R7-security-dependencies.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/templates/cmcs-codebase-quality-audit/research/R8-testing-documentation.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/templates/cmcs-codebase-quality-audit/synthesis/implementation-ticket-template.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/plans/templates/cmcs-codebase-quality-audit/synthesis/triage-guide.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/process/adding-a-stablecoin.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/process/mint-burn-ingestion.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/research/2026-03-11-pharos-onboarding-page-research.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/research/2026-03-12-pricing-pipeline-audit.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/research/2026-03-12-redeemable-assets-liquidity-research.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/research/2026-03-13-contextual-methodology-surfacing-research.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/research/2026-03-13-doc-audit-report.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/research/ccip-mint-burn-final-audit.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/research/ccip-mint-burn-rollout-log.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/research/real-time-reserve-update-sources.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/retrospectives/2026-03-09-codebase-quality-audit.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/retrospectives/2026-03-09-dex-discovery-separation.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/retrospectives/2026-03-09-yield-maturation.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/retrospectives/flow-data-quality.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/tasks/done/contract-enrichment-tracker.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/tasks/done/reliability-refinement-execution-board.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/tasks/done/reserve-composition-tracker-findings.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/tasks/done/reserve-composition-tracker.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/tasks/done/resilience-collateral-audit.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/tasks/done/stablecoin-data-fetch-initial.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
agents/tasks/live-reserve-source-research-tracker.md	agents-archive	structural-review	Inventoried as archival working material; not treated as canonical over live code or /docs.
